#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B286D4
#Date Time: 2025-06-01 09:51:24.026
#Start: 1000 Hz
#Stop: 2.5e+07 Hz
#Steps: 1001
#Wavegen: Wavegen C1
#Amplification: 0.01 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.49424 V
#Offset: -3.83299e-05 V
#Relative: no

Frequency (Hz),Channel 1 Magnitude (dB)
1000,0.1056132648914201
1010.178078950409,0.088781936764519
1020.459751191941,0.09836691148942231
1030.846071105288,0.09233157207082951
1041.338103802716,0.1180915131293955
1051.936925237291,0.08753252398321053
1062.643622313207,0.1272773560419318
1073.45929299726,0.05553654432018326
1084.385046431436,0.06560314280885166
1095.42200304666,0.09991023773843173
1106.571294677684,0.08433312390837661
1117.83406467917,0.02092331407743787
1129.211468042934,0.08495152590746544
1140.704671516382,0.09773587368643369
1152.314853722176,0.08925131456296963
1164.043205279092,0.07629474702454386
1175.890928924109,0.1094680058392426
1187.859239635769,0.1050053741973057
1199.949364758755,0.06367637107357041
1212.162544129765,0.1517242951111502
1224.500030204646,0.08525360630347517
1236.963088186847,0.09872317641248335
1249.552996157157,0.09327731074490886
1262.271045204765,0.1038222198621263
1275.118539559674,0.1064657710965795
1288.096796726446,0.1023972330255524
1301.207147619296,0.0523887179496969
1314.450936698602,0.08497851864586567
1327.829522108759,0.1006307513635455
1341.344275817469,0.1037927076634418
1354.996583756418,0.10012754925116
1368.787845963426,0.0938351619907154
1382.719476726005,0.08611820225079349
1396.79290472639,0.1069637537243595
1411.009573188066,0.09670632699777779
1425.37094002376,0.09598444527924743
1439.878477984941,0.09682541714988077
1454.533674812867,0.09702215610541116
1469.33803339114,0.09396699603116059
1484.293071899837,0.09824522911843381
1499.400323971179,0.09728866851100779
1514.661338846826,0.09614194414026103
1530.077681536745,0.09622035118050518
1545.650932979684,0.0947419735333173
1561.382690205325,0.09792851619368043
1577.27456649804,0.09691449267073939
1593.328191562329,0.09564586526399774
1609.545211689963,0.0953508250092002
1625.927289928796,0.09493269471110749
1642.47610625332,0.09620757800464798
1659.193357736926,0.09408369874564609
1676.080758725967,0.09568463302730848
1693.140041015545,0.0965600447012768
1710.3729540271,0.09589907718349699
1727.781264987832,0.09632389582800163
1745.366759111919,0.09513655618572542
1763.13123978358,0.09494716168107711
1781.076528742029,0.0962955665252347
1799.204466268286,0.09396225799443433
1817.516911373893,0.09633873982165088
1836.015741991564,0.09335373391564938
1854.702855167748,0.0952067543171371
1873.580167257198,0.09386505505660565
1892.649614119459,0.09745111867078932
1911.913151317432,0.09494463953289645
1931.372754317866,0.09429420688356892
1951.030418693986,0.09506954783548113
1970.888160330103,0.09260603781035014
1990.948015628369,0.0951149200738452
2011.212041717595,0.09563528266995716
2031.682316664214,0.08628688597123409
2052.360939685372,0.09597125251094378
2073.250031364225,0.09355202061256231
2094.351733867389,0.09227331724121837
2115.668211164621,0.1049822926829381
2137.201649250725,0.09265280005212277
2158.954256369743,0.08643506016091232
2180.928263241401,0.1042277949276165
2203.12592328985,0.07777670047768732
2225.549512874787,0.08817132120058921
2248.201331524871,0.07859316656902095
2271.08370217355,0.08949056266062561
2294.19897139726,0.1106791276752871
2317.549509656089,0.09772049121096567
2341.137711536855,0.08077969810771377
2364.965995998657,0.1022067866456826
2389.036806620963,0.0969719207346114
2413.35261185419,0.09316754550392962
2437.915905272817,0.07634967012975366
2462.729205831142,0.1004285512437361
2487.79505812157,0.09636296961890323
2513.116032635573,0.08221859615775666
2538.694726027277,0.08731851497217986
2564.533761379772,0.08379777347045098
2590.635788474085,0.09683176705406132
2617.003484060932,0.09555277415676999
2643.639552135202,0.09191674242974529
2670.546724213258,0.08313579082451503
2697.72775961306,0.07960503496630292
2725.185445737111,0.09828389620631039
2752.922598358332,0.07896140269931581
2780.942061908791,0.09195512589209123
2809.246709771412,0.0811239968131116
2837.839444574645,0.09578807969474007
2866.723198490111,0.08735146105478585
2895.900933533315,0.08945541735543497
2925.375641867383,0.08744449232446885
2955.150346109913,0.08810185355770925
2985.228099642951,0.09078465181054936
3015.611986926097,0.08829275947797874
3046.305123812834,0.08932154431696973
3077.310657870039,0.08940938633237758
3108.631768700776,0.08698378480677608
3140.271668270365,0.08583148560128935
3172.233601235753,0.088658913740553
3204.520845278274,0.0868857982320833
3237.136711439752,0.08890113912274089
3270.084544462052,0.08704252238842003
3303.367723130103,0.08891294443276795
3336.989660618354,0.08839484452265463
3370.953804840829,0.0848105039850973
3405.263638804684,0.08768359023990999
3439.922680967396,0.08596011278768566
3474.934485597588,0.0865264838806508
3510.3026431395,0.08878757081799445
3546.030780581206,0.09044936995075117
3582.122561826546,0.08382161343742647
3618.581688070858,0.08442940007437784
3655.411898180551,0.08669649187579048
3692.616969076497,0.08442249274228758
3730.200716121382,0.08671197267420397
3768.166993510942,0.08499381879749776
3806.519694669221,0.08609204211926713
3845.262752647855,0.08300389747076667
3884.400140529372,0.0830577268648281
3923.935871834664,0.08285116932935771
3963.874000934544,0.08203539611801071
4004.218623465529,0.08126742454815195
4044.973876749863,0.08147550791560296
4086.143940219765,0.08226170378151614
4127.733035846061,0.08206700458292507
4169.745428571118,0.07804871670878707
4212.185426746222,0.07863936499088359
4255.057382573412,0.0819141119900378
4298.365692551765,0.07940646577449972
4342.114797928291,0.07517264617748232
4386.309185153349,0.08449521569342471
4430.953386340744,0.07664481396742939
4476.051979732507,0.07239622426522338
4521.609590168359,0.07963659632604912
4567.630889560023,0.07707017843139317
4614.120597370297,0.0779780986973279
4661.08348109704,0.08310023902355734
4708.524356762098,0.06669036638558572
4756.448089405147,0.0689215310136457
4804.85959358264,0.07566620753193765
4853.763833871759,0.08241338886122554
4903.165825379545,0.07210018197292531
4953.070634257211,0.07487292531950143
5003.483378219633,0.06863349197658046
5054.409227070217,0.0773341263163877
5105.853403231019,0.07131212120291235
5157.821182278319,0.07647236185370733
5210.317893483644,0.07499659110941799
5263.348920360249,0.0695239339164937
5316.919701215232,0.07234263861868545
5371.035729707191,0.06519983198633066
5425.702555409618,0.07411646383001248
5480.925784380019,0.06699149807325891
5536.711079734771,0.07254386602454406
5593.064162229922,0.06548436745369599
5649.990810847808,0.07011454215770591
5707.496863389696,0.0598189978046499
5765.5882170745,0.06413279176647928
5824.270829143426,0.05950253129499602
5883.550717471024,0.05876834409899175
5943.433961182179,0.06272484365922065
6003.92670127564,0.05504391242192052
6065.035141253693,0.0454599357621354
6126.765547758384,0.05550379583341779
6189.124251214114,0.05689578589170251
6252.117646476876,0.04995936306833356
6315.752193489956,0.05315045369593108
6380.034417946529,0.05240594330529966
6444.970911958709,0.0546342464384019
6510.568334733727,0.0541392066549477
6576.83341325668,0.05166034272818916
6643.772942980501,0.05819527176641997
6711.393788522748,0.03009410159728928
6779.702884369624,0.0495850941356836
6848.707235587054,0.04494772148349292
6918.413918539111,0.03702079329659389
6988.830081613603,0.04256154702392053
7059.962945955275,0.04722195521300512
7131.819806206162,0.04362923540568808
7204.408031253834,0.02795851146222349
7277.735064986896,0.03744746680255128
7351.8084270585,0.03956298044163393
7426.635713657383,0.03300711724732321
7502.224598286924,0.0302727922477415
7578.582832551989,0.03723444728705502
7655.718246953934,0.03899887679583522
7733.638751693509,0.02302921264104924
7812.352337482205,0.02949381476120371
7891.867076361503,0.03429917088489747
7972.191122530851,0.02580000777029143
8053.33271318373,0.01728167610173698
8135.300169352425,0.02474178867752404
8218.101896761378,0.02968543848294456
8301.746386689121,0.0299382622885688
8386.242216839124,0.005872131073085637
8471.598052219375,0.02813497371706001
8557.822646030994,0.02439818087330239
8644.924840565905,0.020387530846253
8732.913568113538,0.005860165779589792
8821.797851876903,0.01126554164087181
8911.586806897863,0.01600194921518851
9002.289640991896,0.01715682801564808
9093.915655692368,0.009610797629155654
9186.474247204365,0.006305503210339184
9279.97490736832,0.01238304991744245
9374.427224633338,0.009299473457883534
9469.840885040521,0.009001104848689408
9566.225673216286,0.004414802480617154
9663.591473375709,0.002209142048755158
9761.948270336236,0.005358780679188865
9861.306150541539,0.004589155333892578
9961.675303095904,0.00406634672049058
10063.06602080916,-0.01077764789584123
10165.48870125214,0.001410664623264301
10268.95384782298,-0.001352084540784735
10373.47207082424,-0.002195625372507033
10479.05408855095,-0.01041805044860067
10585.71072838984,-0.02038193359470404
10693.45292792959,-0.0155252304930879
10802.29173608255,-0.01397981665239134
10912.23831421776,-0.01093587576615718
11023.30393730555,-0.01288556190889043
11135.49999507381,-0.02134577804534901
11248.83799317595,-0.02188000967289217
11363.32955437086,-0.01638415042147192
11478.98641971478,-0.02489858259369555
11595.82044976531,-0.02331124503003892
11713.8436257978,-0.02972133813800365
11833.06805103391,-0.04261748353703096
11953.50595188291,-0.03157749133839907
12075.16967919537,-0.03842965868605769
12198.07170952981,-0.03398923100868458
12322.22464643217,-0.0307474495300127
12447.64122172823,-0.03549216392448182
12574.33429682936,-0.05676432645747933
12702.31686405133,-0.04694542914430489
12831.60204794676,-0.04173352450810144
12962.20310665101,-0.03913508219034394
13094.13343324174,-0.04501179757824017
13227.40655711247,-0.05486204153119314
13362.03614535994,-0.05869466277078878
13498.03600418563,-0.06189285807092691
13635.42008031171,-0.05302297105903696
13774.20246241111,-0.05460281863807794
13914.39738255247,-0.05773739365327779
14056.01921765946,-0.07697803908835431
14199.08249098527,-0.06031760830254748
14343.6018736019,-0.08673928459702993
14489.59218590466,-0.07713686008353091
14637.06839913204,-0.05269942827788851
14786.04563690096,-0.07523688455697727
14936.53917675769,-0.07392662024427452
15088.56445174462,-0.08372967476221869
