#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B286D4
#Date Time: 2025-06-01 09:42:48.730
#Start: 1000 Hz
#Stop: 2.5e+07 Hz
#Steps: 1000
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 60.3784 V
#Offset: -0.00340551 V
#Relative: no

Frequency (Hz),Channel 1 Magnitude (dB)
1000,0.02530652049067625
1010.178078950409,0.0253088596875609
1020.459751191941,0.02552753497321997
1030.846071105288,0.0258119587467119
1041.338103802716,0.02597951509881242
1051.936925237291,0.02627584228836508
1062.643622313207,0.02640608496416951
1073.45929299726,0.02650239124529042
1084.385046431436,0.02690570526846547
1095.42200304666,0.0272651447913476
1106.571294677684,0.02749811082034702
1117.83406467917,0.02772906440481968
1129.211468042934,0.02778098112082602
1140.704671516382,0.02826450901096483
1152.314853722176,0.02875284117766495
1164.043205279092,0.0290228045280275
1175.890928924109,0.02937416355374594
1187.859239635769,0.02969418030096565
1199.949364758755,0.02973293266615397
1212.162544129765,0.03025497911045233
1224.500030204646,0.03051031379164062
1236.963088186847,0.03070403042415583
1249.552996157157,0.03125034000395754
1262.271045204765,0.03162356649009219
1275.118539559674,0.03186694922775875
1288.096796726446,0.03205471920501594
1301.207147619296,0.03245139145935634
1314.450936698602,0.03283752638412046
1327.829522108759,0.03331176526881791
1341.344275817469,0.03373213855203334
1354.996583756418,0.03421731575984328
1368.787845963426,0.0343170952164219
1382.719476726005,0.03501728446163054
1396.79290472639,0.03510054233668498
1411.009573188066,0.03559065324586908
1425.37094002376,0.0363530335039076
1439.878477984941,0.03646114121472433
1454.533674812867,0.03691539514289559
1469.33803339114,0.03689889890672883
1484.293071899837,0.03764573574248685
1499.400323971179,0.0382515345802982
1514.661338846826,0.0383860696465257
1530.077681536745,0.03924600919409827
1545.650932979684,0.03965751816273339
1561.382690205325,0.04003309028877648
1577.27456649804,0.04042897622792315
1593.328191562329,0.04092648561467063
1609.545211689963,0.04140421658305558
1625.927289928796,0.04216607495379902
1642.47610625332,0.04225331712735279
1659.193357736926,0.042763259815678
1676.080758725967,0.04343867613434999
1693.140041015545,0.04427720973043909
1710.3729540271,0.04499341709546598
1727.781264987832,0.04549596158464464
1745.366759111919,0.04527477570804937
1763.13123978358,0.0461663497148775
1781.076528742029,0.04670355777976838
1799.204466268286,0.04733853754964029
1817.516911373893,0.04785047841567641
1836.015741991564,0.04877479572453478
1854.702855167748,0.04936196449521232
1873.580167257198,0.05003762147395865
1892.649614119459,0.05054895122028349
1911.913151317432,0.05129300871585391
1931.372754317866,0.05201675643726269
1951.030418693986,0.05301985523640568
1970.888160330103,0.05359196463234476
1990.948015628369,0.05428727055640546
2011.212041717595,0.05491906298405173
2031.682316664214,0.05568814298837575
2052.360939685372,0.05631240734932827
2073.250031364225,0.05703033031719024
2094.351733867389,0.05787846840803568
